hotel,arrival_date,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,distribution_channel,is_repeated_guest,reserved_room_type,assigned_room_type,deposit_type,customer_type,adr,total_of_special_requests,reservation_status,reservation_status_date,room_match_flag,total_guest,family_flag,booking_changes_flag,total_nights,revenue,booking_time_flag,weekend_ratio,expected_loss,booking_value,booking_urgency,sameDay_booking
City Hotel,2016-08-02,0,120,2016,August,32,2,0,4,2,BB,GBR,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,72.25,0,Check-Out,2016-08-06,Room Match,2,0,FALSE,4,289,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-01,0,176,2016,August,32,1,1,4,3,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,130.05,2,Check-Out,2016-08-06,Room Match,3,0,FALSE,5,650.25,90+,0.2,0,Premium Value,0.01,0
City Hotel,2016-07-30,0,153,2016,July,31,30,2,5,1,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,101.35,1,Check-Out,2016-08-06,Room Match,2,1,FALSE,7,709.4499999999999,90+,0.29,0,Premium Value,0.01,0
City Hotel,2016-07-30,0,153,2016,July,31,30,2,5,2,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,83.85,1,Check-Out,2016-08-06,Room Match,2,0,FALSE,7,586.9499999999999,90+,0.29,0,Premium Value,0.01,0
City Hotel,2016-08-02,0,175,2016,August,32,2,0,4,3,BB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient-Party,130.05,1,Check-Out,2016-08-06,Room Match,3,0,FALSE,4,520.2,90+,0,0,Premium Value,0.01,0
City Hotel,2016-08-03,0,158,2016,August,32,3,0,3,3,BB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,137.7,1,Check-Out,2016-08-06,Room Match,3,0,FALSE,3,413.09999999999997,90+,0,0,High Value,0.01,0
City Hotel,2016-08-05,0,146,2016,August,32,5,0,1,2,BB,AUT,Online TA,TA/TO,0,A,B,No Deposit,Transient,114.3,1,Check-Out,2016-08-06,Room Change,2,0,FALSE,1,114.3,90+,0,0,Low Value,0.01,0
City Hotel,2016-08-03,0,80,2016,August,32,3,0,3,3,BB,CHN,Online TA,TA/TO,0,D,D,No Deposit,Transient,135.27,1,Check-Out,2016-08-06,Room Match,3,0,FALSE,3,405.81000000000006,31-90,0,0,High Value,0.01,0
City Hotel,2016-08-03,0,142,2016,August,32,3,0,3,2,BB,FRA,Online TA,TA/TO,0,F,F,No Deposit,Transient,186.3,1,Check-Out,2016-08-06,Room Match,4,1,FALSE,3,558.9000000000001,90+,0,0,Premium Value,0.01,0
City Hotel,2016-08-01,0,118,2016,August,32,1,1,4,3,HB,ESP,Online TA,TA/TO,0,D,D,No Deposit,Transient,189,2,Check-Out,2016-08-06,Room Match,3,0,TRUE,5,945,90+,0.2,0,Premium Value,0.01,0
City Hotel,2016-08-05,0,85,2016,August,32,5,0,1,2,BB,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient,126.9,1,Check-Out,2016-08-06,Room Match,2,0,FALSE,1,126.9,31-90,0,0,Low Value,0.01,0
City Hotel,2016-08-04,0,24,2016,August,32,4,0,2,2,SC,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,148,2,Check-Out,2016-08-06,Room Match,2,0,FALSE,2,296,8-30,0,0,Moderate Value,0.04,0
City Hotel,2016-08-04,0,164,2016,August,32,4,0,2,2,SC,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,94.5,1,Check-Out,2016-08-06,Room Match,2,0,FALSE,2,189,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-04,0,24,2016,August,32,4,0,2,2,SC,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,139,2,Check-Out,2016-08-06,Room Match,2,0,FALSE,2,278,8-30,0,0,Moderate Value,0.04,0
City Hotel,2016-08-04,0,164,2016,August,32,4,0,2,1,SC,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,94.5,1,Check-Out,2016-08-06,Room Match,2,1,TRUE,2,189,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-04,0,280,2016,August,32,4,0,2,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,73.46,0,Check-Out,2016-08-06,Room Match,2,0,FALSE,2,146.92,90+,0,0,Low Value,0,0
City Hotel,2016-08-02,0,199,2016,August,32,2,0,4,2,BB,BRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,70.44,2,Check-Out,2016-08-06,Room Match,2,0,TRUE,4,281.76,90+,0,0,Moderate Value,0,0
City Hotel,2016-08-03,0,121,2016,August,32,3,0,3,2,BB,DEU,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,95.04,0,Check-Out,2016-08-06,Room Match,2,0,FALSE,3,285.12,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-03,0,81,2016,August,32,3,0,3,2,BB,ESP,Direct,Direct,0,E,E,No Deposit,Transient,159.3,0,Check-Out,2016-08-06,Room Match,3,1,FALSE,3,477.90000000000003,31-90,0,0,High Value,0.01,0
City Hotel,2016-08-02,0,156,2016,August,32,2,0,4,2,BB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,99.45,0,Check-Out,2016-08-06,Room Match,2,0,FALSE,4,397.8,90+,0,0,High Value,0.01,0
City Hotel,2016-08-05,0,3,2016,August,32,5,0,1,2,BB,FRA,Direct,Direct,0,D,A,No Deposit,Transient,210,2,Check-Out,2016-08-06,Room Change,2,0,FALSE,1,210,0-7,0,0,Moderate Value,0.25,0
City Hotel,2016-08-03,0,131,2016,August,32,3,0,3,2,BB,USA,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,87.03,3,Check-Out,2016-08-06,Room Match,2,0,TRUE,3,261.09000000000003,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-05,0,30,2016,August,32,5,0,1,2,BB,BRA,Online TA,TA/TO,0,A,B,No Deposit,Transient,161.1,2,Check-Out,2016-08-06,Room Change,3,1,TRUE,1,161.1,8-30,0,0,Moderate Value,0.03,0
City Hotel,2016-08-01,0,134,2016,August,32,1,1,4,2,BB,ESP,Online TA,TA/TO,0,F,F,No Deposit,Transient,176.45,1,Check-Out,2016-08-06,Room Match,4,1,FALSE,5,882.25,90+,0.2,0,Premium Value,0.01,0
City Hotel,2016-08-04,0,138,2016,August,32,4,0,2,2,BB,NLD,Direct,Direct,0,E,E,No Deposit,Transient,183.9,0,Check-Out,2016-08-06,Room Match,4,1,FALSE,2,367.8,90+,0,0,High Value,0.01,0
City Hotel,2016-08-04,0,134,2016,August,32,4,0,2,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,105.3,1,Check-Out,2016-08-06,Room Match,2,0,TRUE,2,210.6,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-03,0,128,2016,August,32,3,0,3,2,SC,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,94.5,1,Check-Out,2016-08-06,Room Match,2,0,FALSE,3,283.5,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-05,0,206,2016,August,32,5,0,1,2,BB,GBR,Online TA,TA/TO,0,F,F,No Deposit,Transient,168.3,1,Check-Out,2016-08-06,Room Match,4,1,FALSE,1,168.3,90+,0,0,Moderate Value,0,0
City Hotel,2016-07-31,0,180,2016,July,32,31,2,4,2,BB,DEU,Online TA,TA/TO,0,A,D,No Deposit,Transient,122.25,1,Check-Out,2016-08-06,Room Change,3,1,FALSE,6,733.5,90+,0.33,0,Premium Value,0.01,0
City Hotel,2016-08-04,0,84,2016,August,32,4,0,2,2,BB,ESP,Online TA,TA/TO,0,D,D,No Deposit,Transient,134.1,1,Check-Out,2016-08-06,Room Match,3,1,TRUE,2,268.2,31-90,0,0,Moderate Value,0.01,0
City Hotel,2016-08-05,0,4,2016,August,32,5,0,1,2,BB,FRA,Online TA,TA/TO,0,D,B,No Deposit,Transient,183.5,1,Check-Out,2016-08-06,Room Change,3,1,TRUE,1,183.5,0-7,0,0,Moderate Value,0.2,0
City Hotel,2016-08-05,0,146,2016,August,32,5,0,1,2,BB,GBR,Offline TA/TO,TA/TO,0,A,B,No Deposit,Transient,81.25,1,Check-Out,2016-08-06,Room Change,2,0,FALSE,1,81.25,90+,0,0,Low Value,0.01,0
City Hotel,2016-08-01,0,131,2016,August,32,1,1,4,2,BB,PRT,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,81.25,1,Check-Out,2016-08-06,Room Match,2,0,FALSE,5,406.25,90+,0.2,0,High Value,0.01,0
City Hotel,2016-08-04,0,84,2016,August,32,4,0,2,2,BB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,126.9,1,Check-Out,2016-08-06,Room Match,2,0,TRUE,2,253.8,31-90,0,0,Moderate Value,0.01,0
City Hotel,2016-08-05,0,15,2016,August,32,5,0,1,2,BB,PRT,Direct,Direct,0,F,F,No Deposit,Transient,109,1,Check-Out,2016-08-06,Room Match,4,1,FALSE,1,109,8-30,0,0,Low Value,0.06,0
City Hotel,2016-08-01,0,178,2016,August,32,1,1,4,3,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,137.25,1,Check-Out,2016-08-06,Room Match,3,0,FALSE,5,686.25,90+,0.2,0,Premium Value,0.01,0
City Hotel,2016-08-04,0,31,2016,August,32,4,0,2,2,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,135.9,2,Check-Out,2016-08-06,Room Match,2,0,FALSE,2,271.8,31-90,0,0,Moderate Value,0.03,0
City Hotel,2016-08-03,0,1,2016,August,32,3,0,3,2,SC,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,139,2,Check-Out,2016-08-06,Room Match,2,0,FALSE,3,417,0-7,0,0,High Value,0.5,0
City Hotel,2016-08-03,0,5,2016,August,32,3,0,3,2,BB,FRA,Online TA,TA/TO,0,E,E,No Deposit,Transient,122.24,0,Check-Out,2016-08-06,Room Match,2,0,FALSE,3,366.71999999999997,0-7,0,0,High Value,0.17,0
City Hotel,2016-08-02,0,175,2016,August,32,2,0,4,2,BB,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,99.45,1,Check-Out,2016-08-06,Room Match,2,0,FALSE,4,397.8,90+,0,0,High Value,0.01,0
City Hotel,2016-08-03,0,188,2016,August,32,3,0,3,2,BB,NLD,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,105.3,1,Check-Out,2016-08-06,Room Match,2,0,FALSE,3,315.9,90+,0,0,High Value,0.01,0
City Hotel,2016-08-04,0,94,2016,August,32,4,0,2,0,BB,BEL,Direct,Direct,0,B,B,No Deposit,Transient,90.25,1,Check-Out,2016-08-06,Room Match,2,1,FALSE,2,180.5,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-05,0,206,2016,August,32,5,0,1,2,HB,GBR,Direct,Direct,0,G,G,No Deposit,Transient,309.5,0,Check-Out,2016-08-06,Room Match,4,1,TRUE,1,309.5,90+,0,0,High Value,0,0
City Hotel,2016-08-04,0,96,2016,August,32,4,0,2,2,BB,BEL,Direct,Direct,0,B,B,No Deposit,Transient,90.25,1,Check-Out,2016-08-06,Room Match,2,0,TRUE,2,180.5,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-05,0,147,2016,August,32,5,0,1,1,BB,GBR,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,78.1,0,Check-Out,2016-08-06,Room Match,2,1,FALSE,1,78.1,90+,0,0,Low Value,0.01,0
City Hotel,2016-08-04,0,144,2016,August,32,4,0,2,3,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,146.7,0,Check-Out,2016-08-06,Room Match,3,0,FALSE,2,293.4,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-04,0,134,2016,August,32,4,0,2,2,BB,BRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,130.5,2,Check-Out,2016-08-06,Room Match,3,1,FALSE,2,261,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-01,0,103,2016,August,32,1,1,4,3,BB,ESP,Online TA,TA/TO,0,D,D,No Deposit,Transient,146.7,0,Check-Out,2016-08-06,Room Match,3,0,FALSE,5,733.5,90+,0.2,0,Premium Value,0.01,0
City Hotel,2016-08-05,0,22,2016,August,32,5,0,1,2,HB,FRA,Online TA,TA/TO,0,F,F,No Deposit,Transient,297,1,Check-Out,2016-08-06,Room Match,4,1,FALSE,1,297,8-30,0,0,Moderate Value,0.04,0
City Hotel,2016-08-02,0,196,2016,August,32,2,0,5,2,HB,PRT,Direct,Direct,0,E,E,No Deposit,Transient,173.35,2,Check-Out,2016-08-07,Room Match,3,1,TRUE,5,866.75,90+,0,0,Premium Value,0.01,0
City Hotel,2016-08-03,0,2,2016,August,32,3,0,4,2,BB,DEU,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,109,0,Check-Out,2016-08-07,Room Match,2,0,FALSE,4,436,0-7,0,0,High Value,0.33,0
City Hotel,2016-08-03,0,178,2016,August,32,3,0,4,2,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,99.45,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,4,397.8,90+,0,0,High Value,0.01,0
City Hotel,2016-08-04,0,114,2016,August,32,4,0,3,2,SC,IRL,Online TA,TA/TO,0,A,A,No Deposit,Transient,106.5,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,3,319.5,90+,0,0,High Value,0.01,0
City Hotel,2016-08-06,0,23,2016,August,32,6,0,1,2,BB,GBR,Direct,Direct,0,G,G,No Deposit,Transient,235.95,0,Check-Out,2016-08-07,Room Match,4,1,FALSE,1,235.95,8-30,0,0,Moderate Value,0.04,0
City Hotel,2016-08-06,0,7,2016,August,32,6,0,1,2,BB,USA,Online TA,TA/TO,0,F,F,No Deposit,Transient,240,1,Check-Out,2016-08-07,Room Match,4,1,FALSE,1,240,0-7,0,0,Moderate Value,0.12,0
City Hotel,2016-08-04,0,184,2016,August,32,4,0,3,3,BB,DEU,Online TA,TA/TO,0,D,D,No Deposit,Transient,137.7,2,Check-Out,2016-08-07,Room Match,3,0,FALSE,3,413.09999999999997,90+,0,0,High Value,0.01,0
City Hotel,2016-08-06,0,53,2016,August,32,6,0,1,2,BB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient,149.4,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,1,149.4,31-90,0,0,Low Value,0.02,0
City Hotel,2016-08-06,0,53,2016,August,32,6,0,1,2,BB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient,168.3,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,1,168.3,31-90,0,0,Moderate Value,0.02,0
City Hotel,2016-08-02,0,236,2016,August,32,2,0,5,2,BB,USA,Corporate,Corporate,0,A,A,No Deposit,Transient,89,0,Check-Out,2016-08-07,Room Match,2,0,FALSE,5,445,90+,0,0,High Value,0,0
City Hotel,2016-08-03,0,164,2016,August,32,3,0,4,2,SC,NLD,Online TA,TA/TO,0,A,A,No Deposit,Transient,89.25,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,4,357,90+,0,0,High Value,0.01,0
City Hotel,2016-08-04,0,145,2016,August,32,4,0,3,2,BB,POL,Online TA,TA/TO,0,G,G,No Deposit,Transient,269.3,1,Check-Out,2016-08-07,Room Match,5,1,FALSE,3,807.9000000000001,90+,0,0,Premium Value,0.01,0
City Hotel,2016-08-06,0,13,2016,August,32,6,0,1,2,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,151,1,Check-Out,2016-08-07,Room Match,2,0,TRUE,1,151,8-30,0,0,Low Value,0.07,0
City Hotel,2016-08-03,0,115,2016,August,32,3,0,4,2,BB,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient,77.18,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,4,308.72,90+,0,0,High Value,0.01,0
City Hotel,2016-08-06,0,109,2016,August,32,6,0,1,3,BB,NLD,Online TA,TA/TO,0,D,E,No Deposit,Transient,146.7,3,Check-Out,2016-08-07,Room Change,3,0,TRUE,1,146.7,90+,0,0,Low Value,0.01,0
City Hotel,2016-08-04,0,128,2016,August,32,4,0,3,3,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,140.7,1,Check-Out,2016-08-07,Room Match,3,0,FALSE,3,422.09999999999997,90+,0,0,High Value,0.01,0
City Hotel,2016-08-05,0,167,2016,August,32,5,0,2,2,BB,ISR,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,121.5,3,Check-Out,2016-08-07,Room Match,3,1,FALSE,2,243,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-05,0,167,2016,August,32,5,0,2,2,BB,ISR,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,105.3,2,Check-Out,2016-08-07,Room Match,2,0,FALSE,2,210.6,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-01,0,112,2016,August,32,1,1,5,3,BB,NLD,Direct,Direct,0,D,D,No Deposit,Transient,159.67,0,Check-Out,2016-08-07,Room Match,3,0,FALSE,6,958.02,90+,0.17,0,Premium Value,0.01,0
City Hotel,2016-08-01,0,141,2016,August,32,1,1,5,3,BB,ESP,Online TA,TA/TO,0,D,D,No Deposit,Transient,131.47,1,Check-Out,2016-08-07,Room Match,3,0,FALSE,6,788.8199999999999,90+,0.17,0,Premium Value,0.01,0
City Hotel,2016-08-03,0,180,2016,August,32,3,0,4,2,BB,BEL,Direct,Direct,0,A,A,No Deposit,Transient-Party,89.25,0,Check-Out,2016-08-07,Room Match,2,0,FALSE,4,357,90+,0,0,High Value,0.01,0
City Hotel,2016-08-06,0,66,2016,August,32,6,0,1,2,BB,GBR,Online TA,TA/TO,0,F,F,No Deposit,Transient,207.9,1,Check-Out,2016-08-07,Room Match,4,1,FALSE,1,207.9,31-90,0,0,Moderate Value,0.01,0
City Hotel,2016-08-05,0,3,2016,August,32,5,0,2,2,BB,MAR,Online TA,TA/TO,0,A,A,No Deposit,Transient,151,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,2,302,0-7,0,0,High Value,0.25,0
City Hotel,2016-08-05,0,131,2016,August,32,5,0,2,2,SC,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient,76.23,2,Check-Out,2016-08-07,Room Match,2,0,FALSE,2,152.46,90+,0,0,Low Value,0.01,0
City Hotel,2016-08-04,0,152,2016,August,32,4,0,3,3,BB,DEU,Online TA,TA/TO,0,A,A,No Deposit,Transient,140.7,2,Check-Out,2016-08-07,Room Match,3,0,FALSE,3,422.09999999999997,90+,0,0,High Value,0.01,0
City Hotel,2016-08-05,0,10,2016,August,32,5,0,2,2,BB,PRT,Online TA,TA/TO,0,D,E,No Deposit,Transient,186,1,Check-Out,2016-08-07,Room Change,4,1,TRUE,2,372,8-30,0,0,High Value,0.09,0
City Hotel,2016-08-06,0,4,2016,August,32,6,0,1,2,SC,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,139,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,1,139,0-7,0,0,Low Value,0.2,0
City Hotel,2016-08-06,0,30,2016,August,32,6,0,1,2,BB,POL,Online TA,TA/TO,0,F,F,No Deposit,Transient,216.9,1,Check-Out,2016-08-07,Room Match,4,1,TRUE,1,216.9,8-30,0,0,Moderate Value,0.03,0
City Hotel,2016-08-01,0,92,2016,August,32,1,1,5,2,BB,ESP,Direct,Direct,0,A,A,No Deposit,Transient,116.1,0,Check-Out,2016-08-07,Room Match,2,0,FALSE,6,696.5999999999999,90+,0.17,0,Premium Value,0.01,0
City Hotel,2016-08-05,0,138,2016,August,32,5,0,2,2,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,109.8,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,2,219.6,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-03,0,45,2016,August,32,3,0,4,2,BB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,161.1,1,Check-Out,2016-08-07,Room Match,3,1,FALSE,4,644.4,31-90,0,0,Premium Value,0.02,0
City Hotel,2016-08-06,0,174,2016,August,32,6,0,1,2,BB,DEU,Online TA,TA/TO,0,A,A,No Deposit,Transient,105.3,1,Check-Out,2016-08-07,Room Match,2,0,TRUE,1,105.3,90+,0,0,Low Value,0.01,0
City Hotel,2016-07-31,0,84,2016,July,32,31,2,5,3,BB,CN,Online TA,TA/TO,0,D,D,No Deposit,Transient,151.59,1,Check-Out,2016-08-07,Room Match,3,0,TRUE,7,1061.13,31-90,0.29,0,Premium Value,0.01,0
City Hotel,2016-08-06,0,2,2016,August,32,6,0,1,2,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,179,2,Check-Out,2016-08-07,Room Match,2,0,TRUE,1,179,0-7,0,0,Moderate Value,0.33,0
City Hotel,2016-07-31,0,140,2016,July,32,31,2,5,2,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient-Party,114.63,0,Check-Out,2016-08-07,Room Match,2,0,TRUE,7,802.41,90+,0.29,0,Premium Value,0.01,0
City Hotel,2016-07-31,0,140,2016,July,32,31,2,5,3,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient-Party,132.48,0,Check-Out,2016-08-07,Room Match,3,0,TRUE,7,927.3599999999999,90+,0.29,0,Premium Value,0.01,0
City Hotel,2016-08-01,0,110,2016,August,32,1,1,5,3,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,148.2,1,Check-Out,2016-08-07,Room Match,3,0,FALSE,6,889.1999999999999,90+,0.17,0,Premium Value,0.01,0
City Hotel,2016-08-01,0,110,2016,August,32,1,1,5,2,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,120.3,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,6,721.8,90+,0.17,0,Premium Value,0.01,0
City Hotel,2016-08-03,0,203,2016,August,32,3,0,4,2,SC,RUS,Online TA,TA/TO,0,A,A,No Deposit,Transient,58.14,0,Check-Out,2016-08-07,Room Match,2,0,FALSE,4,232.56,90+,0,0,Moderate Value,0,0
City Hotel,2016-08-06,0,152,2016,August,32,6,0,1,2,BB,FRA,Online TA,TA/TO,0,A,B,No Deposit,Transient,114.3,1,Check-Out,2016-08-07,Room Change,2,0,TRUE,1,114.3,90+,0,0,Low Value,0.01,0
City Hotel,2016-08-05,0,30,2016,August,32,5,0,2,2,BB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,144.9,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,2,289.8,8-30,0,0,Moderate Value,0.03,0
City Hotel,2016-07-31,0,125,2016,July,32,31,2,5,2,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,126.51,0,Check-Out,2016-08-07,Room Match,2,0,TRUE,7,885.57,90+,0.29,0,Premium Value,0.01,0
City Hotel,2016-08-03,0,115,2016,August,32,3,0,4,2,BB,ROU,Online TA,TA/TO,0,A,A,No Deposit,Transient,123.75,1,Check-Out,2016-08-07,Room Match,3,1,FALSE,4,495,90+,0,0,High Value,0.01,0
City Hotel,2016-07-31,0,125,2016,July,32,31,2,5,3,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,140.27,0,Check-Out,2016-08-07,Room Match,3,0,TRUE,7,981.8900000000001,90+,0.29,0,Premium Value,0.01,0
City Hotel,2016-08-03,0,115,2016,August,32,3,0,4,2,BB,ROU,Online TA,TA/TO,0,A,A,No Deposit,Transient,123.75,2,Check-Out,2016-08-07,Room Match,3,1,FALSE,4,495,90+,0,0,High Value,0.01,0
City Hotel,2016-08-03,0,159,2016,August,32,3,0,4,3,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,130.05,1,Check-Out,2016-08-07,Room Match,3,0,FALSE,4,520.2,90+,0,0,Premium Value,0.01,0
City Hotel,2016-08-06,0,30,2016,August,32,6,0,1,3,BB,DEU,Offline TA/TO,TA/TO,0,E,K,No Deposit,Transient,163.62,0,Check-Out,2016-08-07,Room Change,3,0,FALSE,1,163.62,8-30,0,0,Moderate Value,0.03,0
City Hotel,2016-08-05,0,6,2016,August,32,5,0,2,2,BB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient,166,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,2,332,0-7,0,0,High Value,0.14,0
City Hotel,2016-08-04,0,109,2016,August,32,4,0,3,2,HB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,176.25,1,Check-Out,2016-08-07,Room Match,3,1,FALSE,3,528.75,90+,0,0,Premium Value,0.01,0
City Hotel,2016-08-06,0,2,2016,August,32,6,0,1,2,BB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,171,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,1,171,0-7,0,0,Moderate Value,0.33,0
City Hotel,2016-08-06,0,129,2016,August,32,6,0,1,2,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,114.3,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,1,114.3,90+,0,0,Low Value,0.01,0
City Hotel,2016-08-04,0,158,2016,August,32,4,0,3,3,BB,DEU,Direct,Direct,0,A,C,No Deposit,Transient,123.5,0,Check-Out,2016-08-07,Room Change,3,0,FALSE,3,370.5,90+,0,0,High Value,0.01,0
City Hotel,2016-08-06,0,20,2016,August,32,6,0,1,2,BB,NLD,Online TA,TA/TO,0,F,F,No Deposit,Transient,231,1,Check-Out,2016-08-07,Room Match,4,1,FALSE,1,231,8-30,0,0,Moderate Value,0.05,0
City Hotel,2016-08-05,0,164,2016,August,32,5,0,2,1,BB,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,105.3,3,Check-Out,2016-08-07,Room Match,1,0,FALSE,2,210.6,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-08-06,0,9,2016,August,32,6,0,1,2,BB,DEU,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,147.3,1,Check-Out,2016-08-07,Room Match,3,1,FALSE,1,147.3,8-30,0,0,Low Value,0.1,0
City Hotel,2016-08-06,0,63,2016,August,32,6,0,1,2,BB,DEU,Online TA,TA/TO,0,D,D,No Deposit,Transient,161.1,1,Check-Out,2016-08-07,Room Match,3,1,FALSE,1,161.1,31-90,0,0,Moderate Value,0.02,0
City Hotel,2016-08-05,0,131,2016,August,32,5,0,2,1,SC,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient,72.77,2,Check-Out,2016-08-07,Room Match,1,0,FALSE,2,145.54,90+,0,0,Low Value,0.01,0
City Hotel,2016-08-05,0,164,2016,August,32,5,0,2,2,BB,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,105.3,2,Check-Out,2016-08-07,Room Match,2,0,TRUE,2,210.6,90+,0,0,Moderate Value,0.01,0
City Hotel,2016-07-31,0,84,2016,July,32,31,2,5,2,BB,CN,Online TA,TA/TO,0,D,D,No Deposit,Transient,141.69,1,Check-Out,2016-08-07,Room Match,2,0,TRUE,7,991.8299999999999,31-90,0.29,0,Premium Value,0.01,0
City Hotel,2016-08-01,0,110,2016,August,32,1,1,5,2,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,129.3,1,Check-Out,2016-08-07,Room Match,2,0,FALSE,6,775.8000000000001,90+,0.17,0,Premium Value,0.01,0
City Hotel,2016-08-04,0,137,2016,August,32,4,1,3,3,BB,UKR,Online TA,TA/TO,0,D,D,No Deposit,Transient,136.34,1,Check-Out,2016-08-08,Room Match,3,0,TRUE,4,545.36,90+,0.25,0,Premium Value,0.01,0
